id,zipcode,lat,long,price,price_median,grade,condition,status
3179100755,98105,47.6712,-122.279,554663.0,675000.0,7,3,buy
3131201310,98105,47.6605,-122.324,525000.0,675000.0,7,3,buy
8819900449,98105,47.6701,-122.286,395000.0,675000.0,7,3,buy
3856902250,98105,47.6711,-122.324,593500.0,675000.0,8,4,buy
3856904560,98105,47.6698,-122.325,562000.0,675000.0,7,3,buy
3131201865,98105,47.6604,-122.324,458000.0,675000.0,7,3,buy
8827900015,98105,47.6718,-122.291,501000.0,675000.0,8,4,buy
8818900300,98105,47.6644,-122.324,618000.0,675000.0,7,4,buy
5364200649,98105,47.6627,-122.276,603000.0,675000.0,7,3,buy
5364200381,98105,47.6629,-122.277,610000.0,675000.0,8,3,buy
6746700605,98105,47.6677,-122.316,530000.0,675000.0,7,4,buy
3179100480,98105,47.6694,-122.279,530000.0,675000.0,8,3,buy
3856905010,98105,47.6692,-122.325,565000.0,675000.0,7,5,buy
792500190,98070,47.3624,-122.455,410000.0,463750.0,8,4,buy
2522029136,98070,47.3674,-122.503,310000.0,463750.0,7,3,buy
8887001640,98070,47.5003,-122.465,416500.0,463750.0,8,4,buy
7137800085,98023,47.2808,-122.354,185000.0,268450.0,7,3,buy
8731800210,98023,47.3126,-122.364,235000.0,268450.0,8,4,buy
9324320040,98023,47.314,-122.364,220000.0,268450.0,7,4,buy
2337000150,98023,47.3352,-122.344,230000.0,268450.0,8,3,buy
9264901510,98023,47.3109,-122.339,240000.0,268450.0,8,3,buy
1099750610,98023,47.3076,-122.377,231500.0,268450.0,7,4,buy
9269750220,98023,47.2837,-122.358,252000.0,268450.0,7,3,buy
8732020770,98023,47.313,-122.388,263850.0,268450.0,8,4,buy
8937500040,98023,47.3308,-122.365,230000.0,268450.0,8,3,buy
9542800610,98023,47.3009,-122.375,245000.0,268450.0,7,3,buy
5153200666,98023,47.3251,-122.354,212000.0,268450.0,7,4,buy
5029460180,98023,47.2895,-122.37,260000.0,268450.0,8,4,buy
9211520150,98023,47.2995,-122.387,236000.0,268450.0,7,4,buy
5029451010,98023,47.2866,-122.368,160000.0,268450.0,7,3,buy
5028600360,98023,47.2862,-122.352,213675.0,268450.0,7,3,buy
4167700210,98023,47.3263,-122.365,240000.0,268450.0,8,3,buy
9211500150,98023,47.2982,-122.378,235000.0,268450.0,7,4,buy
6386600170,98023,47.3106,-122.365,217000.0,268450.0,7,4,buy
8732190170,98023,47.3114,-122.395,266000.0,268450.0,8,3,buy
2944500470,98023,47.2946,-122.37,257000.0,268450.0,8,3,buy
104500730,98023,47.3141,-122.355,115000.0,268450.0,7,3,buy
1938400010,98023,47.3155,-122.365,244000.0,268450.0,8,4,buy
104550580,98023,47.3078,-122.358,260000.0,268450.0,7,3,buy
5422420120,98023,47.2887,-122.351,252000.0,268450.0,7,3,buy
3306200240,98023,47.2974,-122.366,218000.0,268450.0,7,3,buy
3065600270,98023,47.2803,-122.356,226750.0,268450.0,7,3,buy
5423500240,98023,47.2891,-122.357,194000.0,268450.0,7,3,buy
2337300370,98023,47.3322,-122.337,175000.0,268450.0,7,4,buy
4388000070,98023,47.3199,-122.374,186000.0,268450.0,7,3,buy
248000240,98023,47.3229,-122.348,219000.0,268450.0,7,4,buy
104530240,98023,47.3096,-122.357,225000.0,268450.0,7,3,buy
1099610830,98023,47.3033,-122.381,209000.0,268450.0,7,3,buy
109200390,98023,47.2977,-122.367,250000.0,268450.0,7,4,buy
9211520410,98023,47.2984,-122.385,245000.0,268450.0,7,3,buy
8732190070,98023,47.3104,-122.394,268000.0,268450.0,8,3,buy
2115510160,98023,47.3187,-122.39,258950.0,268450.0,8,3,buy
5029451230,98023,47.2927,-122.369,198000.0,268450.0,7,3,buy
8731982470,98023,47.3191,-122.385,245000.0,268450.0,8,4,buy
8732190990,98023,47.3086,-122.396,229000.0,268450.0,8,3,buy
5153200486,98023,47.3325,-122.35,185000.0,268450.0,7,3,buy
9211500520,98023,47.2975,-122.38,239950.0,268450.0,7,3,buy
2115720070,98023,47.3206,-122.394,216300.0,268450.0,8,3,buy
9211500730,98023,47.2976,-122.377,162000.0,268450.0,7,3,buy
8945300040,98023,47.3054,-122.371,225000.0,268450.0,7,4,buy
9324300030,98023,47.314,-122.363,264500.0,268450.0,7,4,buy
7972000010,98023,47.2933,-122.372,195000.0,268450.0,7,4,buy
2791500280,98023,47.2899,-122.372,246000.0,268450.0,8,3,buy
8732130680,98023,47.306,-122.379,210000.0,268450.0,7,4,buy
5560000540,98023,47.3262,-122.338,223000.0,268450.0,7,4,buy
9264921020,98023,47.3108,-122.346,260000.0,268450.0,8,3,buy
3518000180,98023,47.2874,-122.37,179950.0,268450.0,7,3,buy
8732040580,98023,47.3063,-122.384,249000.0,268450.0,7,3,buy
5557700210,98023,47.3248,-122.345,192500.0,268450.0,7,4,buy
1421039067,98023,47.3021,-122.388,218000.0,268450.0,7,3,buy
104510230,98023,47.3128,-122.351,252000.0,268450.0,7,4,buy
8944300110,98023,47.305,-122.371,218250.0,268450.0,7,3,buy
9211500230,98023,47.2989,-122.38,263000.0,268450.0,7,5,buy
8732040180,98023,47.3078,-122.386,245000.0,268450.0,8,4,buy
6664900410,98023,47.2909,-122.352,252500.0,268450.0,7,3,buy
1099600620,98023,47.3018,-122.378,160000.0,268450.0,7,4,buy
3306200230,98023,47.2978,-122.363,147000.0,268450.0,7,4,buy
5028602020,98023,47.2843,-122.352,255000.0,268450.0,7,3,buy
2817100570,98070,47.3714,-122.431,453000.0,463750.0,8,5,buy
3023039066,98070,47.4482,-122.462,329500.0,463750.0,7,4,buy
2617370090,98070,47.4489,-122.456,338500.0,463750.0,8,3,buy
3522029031,98070,47.3484,-122.505,363750.0,463750.0,7,4,buy
2817100430,98070,47.3733,-122.432,389000.0,463750.0,7,4,buy
2923039217,98070,47.4491,-122.453,350000.0,463750.0,7,4,buy
8731960540,98023,47.3149,-122.386,242000.0,268450.0,7,4,buy
5153200506,98023,47.3321,-122.346,217000.0,268450.0,7,3,buy
104510180,98023,47.3124,-122.352,230000.0,268450.0,7,3,buy
1898600100,98023,47.3155,-122.401,218250.0,268450.0,7,3,buy
1503200050,98023,47.3215,-122.369,252000.0,268450.0,8,4,buy
1898700050,98023,47.3201,-122.398,128000.0,268450.0,7,3,buy
9542802000,98023,47.307,-122.372,185000.0,268450.0,7,3,buy
8731982630,98023,47.3192,-122.385,240000.0,268450.0,8,4,buy
2791500020,98023,47.2917,-122.373,250500.0,268450.0,7,4,buy
8731800840,98023,47.3122,-122.369,265000.0,268450.0,8,3,buy
5559200020,98023,47.3219,-122.341,248500.0,268450.0,7,3,buy
5557800010,98023,47.3208,-122.337,261350.0,268450.0,7,4,buy
4168100130,98023,47.3196,-122.351,230000.0,268450.0,7,4,buy
5029450290,98023,47.29,-122.368,230000.0,268450.0,7,5,buy
6386600130,98023,47.3103,-122.366,218000.0,268450.0,7,4,buy
8944300010,98023,47.3054,-122.369,230000.0,268450.0,7,5,buy
8732160250,98023,47.2981,-122.374,204250.0,268450.0,7,4,buy
5259800440,98023,47.323,-122.349,232000.0,268450.0,7,3,buy
4168100020,98023,47.3212,-122.352,209950.0,268450.0,7,4,buy
8732190380,98023,47.3111,-122.396,231000.0,268450.0,7,3,buy
2115510300,98023,47.318,-122.391,246000.0,268450.0,8,3,buy
104550750,98023,47.3061,-122.361,241000.0,268450.0,8,3,buy
9264900880,98023,47.3118,-122.34,263000.0,268450.0,8,4,buy
8731950910,98023,47.3112,-122.378,227000.0,268450.0,8,4,buy
1099600220,98023,47.3027,-122.376,185000.0,268450.0,7,3,buy
4206901505,98105,47.6567,-122.327,465000.0,675000.0,7,3,buy
9211500560,98023,47.2981,-122.38,245000.0,268450.0,7,3,buy
2985800070,98105,47.6712,-122.267,549995.0,675000.0,7,3,buy
2436700800,98105,47.6683,-122.286,620000.0,675000.0,7,4,buy
1022059123,98042,47.4126,-122.165,250000.0,292000.0,7,4,buy
5470100220,98042,47.3683,-122.147,222000.0,292000.0,7,4,buy
2592300450,98042,47.4224,-122.159,279000.0,292000.0,8,3,buy
7215400770,98042,47.3398,-122.071,260000.0,292000.0,8,3,buy
2329800330,98042,47.3764,-122.117,269950.0,292000.0,7,3,buy
5466350120,98042,47.3904,-122.164,256500.0,292000.0,7,3,buy
3832070040,98042,47.3365,-122.051,285000.0,292000.0,7,3,buy
2517000790,98042,47.3986,-122.163,285000.0,292000.0,7,3,buy
1796360870,98042,47.3683,-122.087,225000.0,292000.0,7,4,buy
4178500440,98042,47.3596,-122.089,279900.0,292000.0,7,4,buy
8092700230,98042,47.3659,-122.113,249950.0,292000.0,7,5,buy
6147650300,98042,47.3833,-122.1,270000.0,292000.0,8,3,buy
4178500300,98042,47.3588,-122.088,269000.0,292000.0,7,4,buy
8647800150,98042,47.3622,-122.074,273000.0,292000.0,8,3,buy
2212900180,98042,47.3266,-122.138,220000.0,292000.0,7,5,buy
1796370150,98042,47.3719,-122.091,240000.0,292000.0,7,4,buy
2140900100,98042,47.3507,-122.16,289000.0,292000.0,7,3,buy
7942100180,98042,47.3828,-122.09,230000.0,292000.0,7,5,buy
5469300330,98042,47.374,-122.141,275000.0,292000.0,7,5,buy
1796370730,98042,47.3686,-122.09,259900.0,292000.0,7,4,buy
2422059111,98042,47.3796,-122.102,291000.0,292000.0,7,4,buy
4053200933,98042,47.3167,-122.081,249000.0,292000.0,7,3,buy
4030500130,98042,47.3683,-122.164,243500.0,292000.0,7,4,buy
2222059099,98042,47.3727,-122.162,215000.0,292000.0,7,4,buy
8651440740,98042,47.3657,-122.094,219000.0,292000.0,7,4,buy
7942200050,98042,47.3833,-122.093,261000.0,292000.0,7,5,buy
2212900470,98042,47.3261,-122.135,186000.0,292000.0,7,4,buy
7760400480,98042,47.3717,-122.073,288000.0,292000.0,7,3,buy
1274500170,98042,47.3626,-122.111,227500.0,292000.0,7,3,buy
2618300080,98042,47.4225,-122.153,242500.0,292000.0,7,4,buy
3222069153,98042,47.3438,-122.073,286900.0,292000.0,7,4,buy
7760400470,98042,47.3718,-122.073,278000.0,292000.0,7,3,buy
7942100290,98042,47.3816,-122.087,199000.0,292000.0,7,5,buy
8648210050,98042,47.3624,-122.079,280000.0,292000.0,7,4,buy
1796360470,98042,47.3664,-122.087,247200.0,292000.0,7,3,buy
8651442810,98042,47.3623,-122.09,152000.0,292000.0,7,4,buy
1843130980,98042,47.3732,-122.129,284000.0,292000.0,7,3,buy
7760400420,98042,47.3725,-122.073,255000.0,292000.0,7,3,buy
8651443190,98042,47.3643,-122.09,199500.0,292000.0,7,4,buy
2329800430,98042,47.3766,-122.115,254000.0,292000.0,7,4,buy
1274500420,98042,47.3627,-122.108,234000.0,292000.0,7,5,buy
2868900020,98042,47.3423,-122.088,215000.0,292000.0,7,4,buy
2618300190,98042,47.422,-122.153,255000.0,292000.0,7,5,buy
1796360080,98042,47.3665,-122.092,237950.0,292000.0,7,4,buy
2212900920,98042,47.3281,-122.135,215000.0,292000.0,7,5,buy
2522059112,98042,47.3614,-122.119,248500.0,292000.0,7,5,buy
5466310730,98042,47.3763,-122.148,165000.0,292000.0,7,3,buy
8651443360,98042,47.3638,-122.088,195700.0,292000.0,7,5,buy
5547500070,98042,47.3819,-122.09,216000.0,292000.0,7,4,buy
1796200140,98042,47.3516,-122.119,270000.0,292000.0,7,4,buy
3622059157,98042,47.3468,-122.11,205000.0,292000.0,7,4,buy
1274500240,98042,47.3632,-122.11,205000.0,292000.0,7,3,buy
9412700160,98042,47.3925,-122.161,255000.0,292000.0,7,4,buy
5466750140,98042,47.3598,-122.157,270000.0,292000.0,7,4,buy
1796360370,98042,47.3666,-122.089,257000.0,292000.0,7,4,buy
6699000710,98042,47.3724,-122.104,289000.0,292000.0,8,3,buy
8651443420,98042,47.366,-122.093,280000.0,292000.0,8,5,buy
1796700160,98042,47.3672,-122.099,279900.0,292000.0,7,3,buy
4051110240,98042,47.3746,-122.149,225000.0,292000.0,7,4,buy
2868900160,98042,47.3422,-122.089,222500.0,292000.0,7,3,buy
1796370180,98042,47.3713,-122.091,260000.0,292000.0,7,4,buy
5466400530,98042,47.3574,-122.158,261500.0,292000.0,7,3,buy
8092501400,98042,47.3643,-122.111,209950.0,292000.0,7,4,buy
2212901010,98042,47.3279,-122.136,229950.0,292000.0,7,4,buy
7237300330,98042,47.369,-122.126,268000.0,292000.0,7,3,buy
8647800040,98042,47.3618,-122.074,280000.0,292000.0,8,3,buy
1843130210,98042,47.3745,-122.127,266950.0,292000.0,7,3,buy
2122059077,98042,47.3752,-122.166,198900.0,292000.0,7,4,buy
8651442440,98042,47.3638,-122.091,164000.0,292000.0,7,3,buy
8651442510,98042,47.3629,-122.091,220000.0,292000.0,7,4,buy
1795500060,98042,47.3631,-122.116,198400.0,292000.0,7,4,buy
6600400370,98042,47.3248,-122.142,215000.0,292000.0,7,5,buy
6600400270,98042,47.3244,-122.144,202000.0,292000.0,7,5,buy
2550820060,98042,47.3605,-122.12,280000.0,292000.0,7,4,buy
6892510200,98042,47.3737,-122.132,290000.0,292000.0,8,3,buy
4051100390,98042,47.3739,-122.148,240000.0,292000.0,7,4,buy
1274500700,98042,47.3642,-122.109,237200.0,292000.0,7,4,buy
322059264,98042,47.4206,-122.155,279000.0,292000.0,7,5,buy
5466310060,98042,47.3768,-122.149,139500.0,292000.0,7,3,buy
6648500390,98042,47.3565,-122.149,219000.0,292000.0,8,3,buy
6792200282,98042,47.3572,-122.161,254000.0,292000.0,7,3,buy
1796360990,98042,47.3679,-122.088,205000.0,292000.0,7,3,buy
3384300160,98042,47.3845,-122.085,169950.0,292000.0,7,3,buy
1796380310,98042,47.3694,-122.083,240000.0,292000.0,7,3,buy
1796380060,98042,47.3658,-122.085,253000.0,292000.0,7,5,buy
3705000070,98042,47.4198,-122.158,267500.0,292000.0,7,3,buy
8648210140,98042,47.3619,-122.077,265000.0,292000.0,7,4,buy
2329800140,98042,47.3768,-122.118,291000.0,292000.0,7,4,buy
6600400260,98042,47.3242,-122.144,201000.0,292000.0,7,4,buy
8651441290,98042,47.3644,-122.094,195000.0,292000.0,7,4,buy
9412700550,98042,47.3939,-122.164,256750.0,292000.0,7,3,buy
8648100030,98042,47.3637,-122.075,276000.0,292000.0,7,3,buy
1796360340,98042,47.3663,-122.088,269950.0,292000.0,8,4,buy
2322059039,98042,47.3811,-122.144,238000.0,292000.0,7,3,buy
2222059064,98042,47.3775,-122.165,285000.0,292000.0,7,3,buy
5468730110,98042,47.3531,-122.143,270000.0,292000.0,7,3,buy
8714600145,98105,47.6689,-122.314,540000.0,675000.0,7,4,buy
9191201385,98105,47.6694,-122.3,505400.0,675000.0,7,4,buy
2436700610,98105,47.6651,-122.285,550000.0,675000.0,7,3,buy
1025049268,98105,47.6647,-122.284,549900.0,675000.0,8,3,buy
4217400590,98105,47.6611,-122.282,589000.0,675000.0,7,3,buy
1928300620,98105,47.6696,-122.32,455000.0,675000.0,7,3,buy
2436700395,98105,47.6652,-122.288,621000.0,675000.0,7,4,buy
8827901415,98105,47.6693,-122.291,613000.0,675000.0,7,4,buy
3131201105,98105,47.6605,-122.326,580000.0,675000.0,7,3,buy
1025049254,98105,47.671,-122.269,458000.0,675000.0,9,3,buy
8812401450,98105,47.6635,-122.32,660000.0,675000.0,7,4,buy
1025049266,98105,47.6647,-122.284,555000.0,675000.0,8,3,buy
889000024,98105,47.6636,-122.319,645000.0,675000.0,8,3,buy
889000015,98105,47.6638,-122.319,599000.0,675000.0,8,3,buy
1890000170,98105,47.6621,-122.324,552000.0,675000.0,8,3,buy
2436700625,98105,47.665,-122.285,590000.0,675000.0,8,3,buy
1890000166,98105,47.6619,-122.324,540000.0,675000.0,8,3,buy
4092300211,98105,47.6605,-122.319,384000.0,675000.0,8,3,buy
1890000169,98105,47.662,-122.324,545000.0,675000.0,8,3,buy
7174800094,98105,47.6653,-122.305,525000.0,675000.0,8,3,buy
2436200025,98105,47.6643,-122.29,580000.0,675000.0,7,4,buy
4092302096,98105,47.6568,-122.321,433000.0,675000.0,8,3,buy
4206901435,98105,47.6571,-122.326,650000.0,675000.0,7,4,buy
8818900250,98105,47.6633,-122.324,530000.0,675000.0,7,3,buy
3180100023,98105,47.6688,-122.279,544000.0,675000.0,8,3,buy
4206901550,98105,47.6557,-122.327,550000.0,675000.0,7,3,buy
3589500260,98105,47.6699,-122.317,550000.0,675000.0,7,5,buy
2436200320,98105,47.6638,-122.292,577000.0,675000.0,7,4,buy
9191200435,98105,47.6706,-122.3,471000.0,675000.0,7,4,buy
714000155,98105,47.6706,-122.265,670000.0,675000.0,7,3,buy
8818900155,98105,47.6648,-122.324,599950.0,675000.0,7,3,buy
1025049115,98105,47.6647,-122.284,594000.0,675000.0,8,3,buy
3856904825,98105,47.6688,-122.323,380000.0,675000.0,7,3,buy
9550204450,98105,47.6662,-122.326,651000.0,675000.0,7,5,buy
7174800760,98105,47.6666,-122.303,667000.0,675000.0,7,3,buy
2436700666,98105,47.6666,-122.285,550700.0,675000.0,9,3,buy
3856904655,98105,47.6696,-122.324,667750.0,675000.0,7,3,buy
8818400155,98105,47.662,-122.326,630000.0,675000.0,7,3,buy
6338000032,98105,47.6714,-122.28,537000.0,675000.0,7,3,buy
2436200715,98105,47.6624,-122.291,484000.0,675000.0,7,3,buy
9550204620,98105,47.666,-122.327,475000.0,675000.0,7,3,buy
2985800225,98105,47.6706,-122.268,525000.0,675000.0,7,3,buy
9191200380,98105,47.6713,-122.3,550000.0,675000.0,7,4,buy
8813400345,98105,47.6645,-122.288,575000.0,675000.0,7,5,buy
2436700540,98105,47.6659,-122.287,665000.0,675000.0,7,5,buy
889000025,98105,47.6636,-122.319,599000.0,675000.0,8,3,buy
1274500060,98042,47.3621,-122.11,204000.0,292000.0,7,4,buy
5468730030,98042,47.3536,-122.144,265000.0,292000.0,7,3,buy
7760400350,98042,47.3715,-122.074,232000.0,292000.0,7,3,buy
3622059155,98042,47.3472,-122.11,235000.0,292000.0,7,3,buy
6791400320,98042,47.3146,-122.043,257500.0,292000.0,7,3,buy
1796350570,98042,47.369,-122.093,195000.0,292000.0,7,3,buy
8651443480,98042,47.3659,-122.092,282000.0,292000.0,7,5,buy
2212901130,98042,47.3285,-122.134,210000.0,292000.0,7,3,buy
8092501240,98042,47.3665,-122.107,219950.0,292000.0,7,4,buy
2329810590,98042,47.3794,-122.113,285000.0,292000.0,7,3,buy
7885800740,98042,47.3494,-122.153,270000.0,292000.0,8,3,buy
5470100270,98042,47.3682,-122.148,225000.0,292000.0,7,4,buy
1796351080,98042,47.3684,-122.092,208000.0,292000.0,7,4,buy
1274500300,98042,47.3639,-122.109,200000.0,292000.0,7,4,buy
2916600110,98042,47.3655,-122.08,214946.0,292000.0,7,4,buy
4178500100,98042,47.3603,-122.088,282500.0,292000.0,7,4,buy
322059097,98042,47.4193,-122.149,269900.0,292000.0,7,5,buy
1156000100,98042,47.3398,-122.133,246700.0,292000.0,7,4,buy
1796350690,98042,47.3707,-122.094,245000.0,292000.0,7,3,buy
1796370930,98042,47.3712,-122.092,260000.0,292000.0,7,4,buy
1796361140,98042,47.3668,-122.09,230000.0,292000.0,7,3,buy
3384300100,98042,47.385,-122.085,160134.0,292000.0,7,3,buy
6600400090,98042,47.3256,-122.141,207500.0,292000.0,7,3,buy
8651441620,98042,47.364,-122.094,210000.0,292000.0,7,5,buy
1796381070,98042,47.369,-122.084,270000.0,292000.0,7,4,buy
2916620240,98042,47.3646,-122.076,264950.0,292000.0,7,5,buy
1796360350,98042,47.3663,-122.089,255000.0,292000.0,7,5,buy
7942100310,98042,47.3811,-122.087,232000.0,292000.0,7,5,buy
5466410030,98042,47.3577,-122.16,249000.0,292000.0,7,3,buy
1796380960,98042,47.3666,-122.084,223000.0,292000.0,7,3,buy
766500030,98042,47.3664,-122.1,225000.0,292000.0,7,3,buy
8648200030,98042,47.363,-122.08,260000.0,292000.0,7,5,buy
1865820370,98042,47.3729,-122.115,166600.0,292000.0,7,4,buy
8648220270,98042,47.3592,-122.076,291500.0,292000.0,7,4,buy
5466420030,98042,47.3545,-122.158,253000.0,292000.0,7,3,buy
1795500240,98042,47.3643,-122.115,249500.0,292000.0,7,4,buy
1865810060,98042,47.3737,-122.115,267500.0,292000.0,7,5,buy
11900140,98042,47.3755,-122.136,254000.0,292000.0,8,3,buy
1842900030,98042,47.3434,-122.082,234000.0,292000.0,7,4,buy
8648220260,98042,47.3594,-122.076,284000.0,292000.0,7,3,buy
2329800240,98042,47.3768,-122.117,285000.0,292000.0,7,4,buy
766000240,98042,47.361,-122.116,225000.0,292000.0,7,3,buy
5469300270,98042,47.375,-122.14,234000.0,292000.0,7,4,buy
3705000060,98042,47.4203,-122.157,270000.0,292000.0,7,3,buy
3728800320,98042,47.3658,-122.148,264000.0,292000.0,7,4,buy
5466400550,98042,47.3574,-122.158,210000.0,292000.0,7,3,buy
2618300350,98042,47.4225,-122.15,199000.0,292000.0,7,4,buy
1928300640,98105,47.6695,-122.32,541000.0,675000.0,7,4,buy
3832060120,98042,47.3333,-122.055,280000.0,292000.0,7,3,buy
8581200240,98023,47.2968,-122.372,255000.0,268450.0,7,3,buy
1898700310,98023,47.3206,-122.397,220000.0,268450.0,7,3,buy
7788400170,98056,47.5121,-122.168,230000.0,380000.0,7,3,buy
3343901188,98056,47.5048,-122.19,300000.0,380000.0,7,4,buy
7809200005,98056,47.4984,-122.176,292000.0,380000.0,7,4,buy
345700180,98056,47.5118,-122.188,250000.0,380000.0,7,3,buy
423059207,98056,47.5057,-122.172,322500.0,380000.0,7,3,buy
192000120,98056,47.513,-122.185,320000.0,380000.0,7,4,buy
3268000040,98056,47.5234,-122.177,339900.0,380000.0,7,5,buy
2987400025,98056,47.4988,-122.168,253000.0,380000.0,7,3,buy
9202500150,98056,47.5122,-122.181,355000.0,380000.0,7,4,buy
8011100050,98056,47.4952,-122.172,350000.0,380000.0,7,4,buy
428000150,98056,47.5104,-122.171,269950.0,380000.0,7,5,buy
1839500065,98056,47.5051,-122.194,279000.0,380000.0,7,4,buy
1061400360,98056,47.5,-122.169,280000.0,380000.0,7,4,buy
